1:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.RectangleInsets:37:1902273207559319996L |==> 0L
601:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.RectangleAnchor@createRectangle:188:dimensions.getHeight() |==> 0.0
602:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.RectangleAnchor@createRectangle:189:anchor == RectangleAnchor.CENTER |==> false
603:LVR:POS:0:org.jfree.chart.util.RectangleAnchor@createRectangle:191:2.0 |==> 0.0
604:LVR:POS:NEG:org.jfree.chart.util.RectangleAnchor@createRectangle:191:2.0 |==> -2.0
605:AOR:/(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:191:w / 2.0 |==> w % 2.0
606:AOR:/(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:191:w / 2.0 |==> w * 2.0
607:AOR:/(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:191:w / 2.0 |==> w + 2.0
608:AOR:/(double,double):-(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:191:w / 2.0 |==> w - 2.0
609:AOR:-(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:191:anchorX - w / 2.0 |==> anchorX % (w / 2.0)
610:AOR:-(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:191:anchorX - w / 2.0 |==> anchorX * (w / 2.0)
611:AOR:-(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:191:anchorX - w / 2.0 |==> anchorX + w / 2.0
612:AOR:-(double,double):/(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:191:anchorX - w / 2.0 |==> anchorX / (w / 2.0)
613:LVR:POS:0:org.jfree.chart.util.RectangleAnchor@createRectangle:191:2.0 |==> 0.0
614:LVR:POS:NEG:org.jfree.chart.util.RectangleAnchor@createRectangle:191:2.0 |==> -2.0
615:AOR:/(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:191:h / 2.0 |==> h % 2.0
616:AOR:/(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:191:h / 2.0 |==> h * 2.0
617:AOR:/(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:191:h / 2.0 |==> h + 2.0
618:AOR:/(double,double):-(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:191:h / 2.0 |==> h - 2.0
619:AOR:-(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:191:anchorY - h / 2.0 |==> anchorY % (h / 2.0)
620:AOR:-(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:191:anchorY - h / 2.0 |==> anchorY * (h / 2.0)
621:AOR:-(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:191:anchorY - h / 2.0 |==> anchorY + h / 2.0
622:AOR:-(double,double):/(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:191:anchorY - h / 2.0 |==> anchorY / (h / 2.0)
623:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.RectangleAnchor@createRectangle:190:result = new Rectangle2D.Double(anchorX - w / 2.0, anchorY - h / 2.0, w, h) |==> <NO-OP>
624:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.RectangleAnchor@createRectangle:194:anchor == RectangleAnchor.TOP |==> false
625:LVR:POS:0:org.jfree.chart.util.RectangleAnchor@createRectangle:196:2.0 |==> 0.0
626:LVR:POS:NEG:org.jfree.chart.util.RectangleAnchor@createRectangle:196:2.0 |==> -2.0
627:AOR:/(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:196:w / 2.0 |==> w % 2.0
628:AOR:/(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:196:w / 2.0 |==> w * 2.0
629:AOR:/(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:196:w / 2.0 |==> w + 2.0
630:AOR:/(double,double):-(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:196:w / 2.0 |==> w - 2.0
631:AOR:-(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:196:anchorX - w / 2.0 |==> anchorX % (w / 2.0)
632:AOR:-(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:196:anchorX - w / 2.0 |==> anchorX * (w / 2.0)
633:AOR:-(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:196:anchorX - w / 2.0 |==> anchorX + w / 2.0
634:AOR:-(double,double):/(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:196:anchorX - w / 2.0 |==> anchorX / (w / 2.0)
635:LVR:POS:0:org.jfree.chart.util.RectangleAnchor@createRectangle:196:2.0 |==> 0.0
636:LVR:POS:NEG:org.jfree.chart.util.RectangleAnchor@createRectangle:196:2.0 |==> -2.0
637:AOR:/(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:196:h / 2.0 |==> h % 2.0
638:AOR:/(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:196:h / 2.0 |==> h * 2.0
639:AOR:/(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:196:h / 2.0 |==> h + 2.0
640:AOR:/(double,double):-(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:196:h / 2.0 |==> h - 2.0
641:AOR:-(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:196:anchorY - h / 2.0 |==> anchorY % (h / 2.0)
642:AOR:-(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:196:anchorY - h / 2.0 |==> anchorY * (h / 2.0)
643:AOR:-(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:196:anchorY - h / 2.0 |==> anchorY + h / 2.0
644:AOR:-(double,double):/(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:196:anchorY - h / 2.0 |==> anchorY / (h / 2.0)
645:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.RectangleAnchor@createRectangle:195:result = new Rectangle2D.Double(anchorX - w / 2.0, anchorY - h / 2.0, w, h) |==> <NO-OP>
646:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.RectangleAnchor@createRectangle:199:anchor == RectangleAnchor.BOTTOM |==> false
647:LVR:POS:0:org.jfree.chart.util.RectangleAnchor@createRectangle:201:2.0 |==> 0.0
648:LVR:POS:NEG:org.jfree.chart.util.RectangleAnchor@createRectangle:201:2.0 |==> -2.0
649:AOR:/(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:201:w / 2.0 |==> w % 2.0
650:AOR:/(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:201:w / 2.0 |==> w * 2.0
651:AOR:/(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:201:w / 2.0 |==> w + 2.0
652:AOR:/(double,double):-(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:201:w / 2.0 |==> w - 2.0
653:AOR:-(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:201:anchorX - w / 2.0 |==> anchorX % (w / 2.0)
654:AOR:-(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:201:anchorX - w / 2.0 |==> anchorX * (w / 2.0)
655:AOR:-(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:201:anchorX - w / 2.0 |==> anchorX + w / 2.0
656:AOR:-(double,double):/(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:201:anchorX - w / 2.0 |==> anchorX / (w / 2.0)
657:LVR:POS:0:org.jfree.chart.util.RectangleAnchor@createRectangle:201:2.0 |==> 0.0
658:LVR:POS:NEG:org.jfree.chart.util.RectangleAnchor@createRectangle:201:2.0 |==> -2.0
659:AOR:/(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:201:h / 2.0 |==> h % 2.0
660:AOR:/(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:201:h / 2.0 |==> h * 2.0
661:AOR:/(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:201:h / 2.0 |==> h + 2.0
662:AOR:/(double,double):-(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:201:h / 2.0 |==> h - 2.0
663:AOR:-(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:201:anchorY - h / 2.0 |==> anchorY % (h / 2.0)
664:AOR:-(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:201:anchorY - h / 2.0 |==> anchorY * (h / 2.0)
665:AOR:-(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:201:anchorY - h / 2.0 |==> anchorY + h / 2.0
666:AOR:-(double,double):/(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:201:anchorY - h / 2.0 |==> anchorY / (h / 2.0)
667:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.RectangleAnchor@createRectangle:200:result = new Rectangle2D.Double(anchorX - w / 2.0, anchorY - h / 2.0, w, h) |==> <NO-OP>
668:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.RectangleAnchor@createRectangle:204:anchor == RectangleAnchor.LEFT |==> false
669:LVR:POS:0:org.jfree.chart.util.RectangleAnchor@createRectangle:206:2.0 |==> 0.0
670:LVR:POS:NEG:org.jfree.chart.util.RectangleAnchor@createRectangle:206:2.0 |==> -2.0
671:AOR:/(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:206:h / 2.0 |==> h % 2.0
672:AOR:/(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:206:h / 2.0 |==> h * 2.0
673:AOR:/(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:206:h / 2.0 |==> h + 2.0
674:AOR:/(double,double):-(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:206:h / 2.0 |==> h - 2.0
675:AOR:-(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:206:anchorY - h / 2.0 |==> anchorY % (h / 2.0)
676:AOR:-(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:206:anchorY - h / 2.0 |==> anchorY * (h / 2.0)
677:AOR:-(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:206:anchorY - h / 2.0 |==> anchorY + h / 2.0
678:AOR:-(double,double):/(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:206:anchorY - h / 2.0 |==> anchorY / (h / 2.0)
679:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.RectangleAnchor@createRectangle:205:result = new Rectangle2D.Double(anchorX, anchorY - h / 2.0, w, h) |==> <NO-OP>
680:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.RectangleAnchor@createRectangle:209:anchor == RectangleAnchor.RIGHT |==> false
681:AOR:-(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:211:anchorX - w |==> anchorX % w
682:AOR:-(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:211:anchorX - w |==> anchorX * w
683:AOR:-(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:211:anchorX - w |==> anchorX + w
684:AOR:-(double,double):/(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:211:anchorX - w |==> anchorX / w
685:LVR:POS:0:org.jfree.chart.util.RectangleAnchor@createRectangle:211:2.0 |==> 0.0
686:LVR:POS:NEG:org.jfree.chart.util.RectangleAnchor@createRectangle:211:2.0 |==> -2.0
687:AOR:/(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:211:h / 2.0 |==> h % 2.0
688:AOR:/(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:211:h / 2.0 |==> h * 2.0
689:AOR:/(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:211:h / 2.0 |==> h + 2.0
690:AOR:/(double,double):-(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:211:h / 2.0 |==> h - 2.0
691:AOR:-(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:211:anchorY - h / 2.0 |==> anchorY % (h / 2.0)
692:AOR:-(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:211:anchorY - h / 2.0 |==> anchorY * (h / 2.0)
693:AOR:-(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:211:anchorY - h / 2.0 |==> anchorY + h / 2.0
694:AOR:-(double,double):/(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:211:anchorY - h / 2.0 |==> anchorY / (h / 2.0)
695:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.RectangleAnchor@createRectangle:210:result = new Rectangle2D.Double(anchorX - w, anchorY - h / 2.0, w, h) |==> <NO-OP>
696:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.RectangleAnchor@createRectangle:214:anchor == RectangleAnchor.TOP_LEFT |==> false
697:LVR:POS:0:org.jfree.chart.util.RectangleAnchor@createRectangle:216:2.0 |==> 0.0
698:LVR:POS:NEG:org.jfree.chart.util.RectangleAnchor@createRectangle:216:2.0 |==> -2.0
699:AOR:/(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:216:w / 2.0 |==> w % 2.0
700:AOR:/(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:216:w / 2.0 |==> w * 2.0
701:AOR:/(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:216:w / 2.0 |==> w + 2.0
702:AOR:/(double,double):-(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:216:w / 2.0 |==> w - 2.0
703:AOR:-(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:216:anchorX - w / 2.0 |==> anchorX % (w / 2.0)
704:AOR:-(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:216:anchorX - w / 2.0 |==> anchorX * (w / 2.0)
705:AOR:-(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:216:anchorX - w / 2.0 |==> anchorX + w / 2.0
706:AOR:-(double,double):/(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:216:anchorX - w / 2.0 |==> anchorX / (w / 2.0)
707:LVR:POS:0:org.jfree.chart.util.RectangleAnchor@createRectangle:216:2.0 |==> 0.0
708:LVR:POS:NEG:org.jfree.chart.util.RectangleAnchor@createRectangle:216:2.0 |==> -2.0
709:AOR:/(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:216:h / 2.0 |==> h % 2.0
710:AOR:/(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:216:h / 2.0 |==> h * 2.0
711:AOR:/(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:216:h / 2.0 |==> h + 2.0
712:AOR:/(double,double):-(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:216:h / 2.0 |==> h - 2.0
713:AOR:-(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:216:anchorY - h / 2.0 |==> anchorY % (h / 2.0)
714:AOR:-(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:216:anchorY - h / 2.0 |==> anchorY * (h / 2.0)
715:AOR:-(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:216:anchorY - h / 2.0 |==> anchorY + h / 2.0
716:AOR:-(double,double):/(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:216:anchorY - h / 2.0 |==> anchorY / (h / 2.0)
717:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.RectangleAnchor@createRectangle:215:result = new Rectangle2D.Double(anchorX - w / 2.0, anchorY - h / 2.0, w, h) |==> <NO-OP>
718:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.RectangleAnchor@createRectangle:219:anchor == RectangleAnchor.TOP_RIGHT |==> false
719:LVR:POS:0:org.jfree.chart.util.RectangleAnchor@createRectangle:221:2.0 |==> 0.0
720:LVR:POS:NEG:org.jfree.chart.util.RectangleAnchor@createRectangle:221:2.0 |==> -2.0
721:AOR:/(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:221:w / 2.0 |==> w % 2.0
722:AOR:/(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:221:w / 2.0 |==> w * 2.0
723:AOR:/(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:221:w / 2.0 |==> w + 2.0
724:AOR:/(double,double):-(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:221:w / 2.0 |==> w - 2.0
725:AOR:-(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:221:anchorX - w / 2.0 |==> anchorX % (w / 2.0)
726:AOR:-(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:221:anchorX - w / 2.0 |==> anchorX * (w / 2.0)
727:AOR:-(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:221:anchorX - w / 2.0 |==> anchorX + w / 2.0
728:AOR:-(double,double):/(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:221:anchorX - w / 2.0 |==> anchorX / (w / 2.0)
729:LVR:POS:0:org.jfree.chart.util.RectangleAnchor@createRectangle:221:2.0 |==> 0.0
730:LVR:POS:NEG:org.jfree.chart.util.RectangleAnchor@createRectangle:221:2.0 |==> -2.0
731:AOR:/(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:221:h / 2.0 |==> h % 2.0
732:AOR:/(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:221:h / 2.0 |==> h * 2.0
733:AOR:/(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:221:h / 2.0 |==> h + 2.0
734:AOR:/(double,double):-(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:221:h / 2.0 |==> h - 2.0
735:AOR:-(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:221:anchorY - h / 2.0 |==> anchorY % (h / 2.0)
736:AOR:-(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:221:anchorY - h / 2.0 |==> anchorY * (h / 2.0)
737:AOR:-(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:221:anchorY - h / 2.0 |==> anchorY + h / 2.0
738:AOR:-(double,double):/(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:221:anchorY - h / 2.0 |==> anchorY / (h / 2.0)
739:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.RectangleAnchor@createRectangle:220:result = new Rectangle2D.Double(anchorX - w / 2.0, anchorY - h / 2.0, w, h) |==> <NO-OP>
740:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.RectangleAnchor@createRectangle:224:anchor == RectangleAnchor.BOTTOM_LEFT |==> false
741:LVR:POS:0:org.jfree.chart.util.RectangleAnchor@createRectangle:226:2.0 |==> 0.0
742:LVR:POS:NEG:org.jfree.chart.util.RectangleAnchor@createRectangle:226:2.0 |==> -2.0
743:AOR:/(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:226:w / 2.0 |==> w % 2.0
744:AOR:/(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:226:w / 2.0 |==> w * 2.0
745:AOR:/(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:226:w / 2.0 |==> w + 2.0
746:AOR:/(double,double):-(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:226:w / 2.0 |==> w - 2.0
747:AOR:-(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:226:anchorX - w / 2.0 |==> anchorX % (w / 2.0)
748:AOR:-(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:226:anchorX - w / 2.0 |==> anchorX * (w / 2.0)
749:AOR:-(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:226:anchorX - w / 2.0 |==> anchorX + w / 2.0
750:AOR:-(double,double):/(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:226:anchorX - w / 2.0 |==> anchorX / (w / 2.0)
751:LVR:POS:0:org.jfree.chart.util.RectangleAnchor@createRectangle:226:2.0 |==> 0.0
752:LVR:POS:NEG:org.jfree.chart.util.RectangleAnchor@createRectangle:226:2.0 |==> -2.0
753:AOR:/(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:226:h / 2.0 |==> h % 2.0
754:AOR:/(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:226:h / 2.0 |==> h * 2.0
755:AOR:/(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:226:h / 2.0 |==> h + 2.0
756:AOR:/(double,double):-(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:226:h / 2.0 |==> h - 2.0
757:AOR:-(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:226:anchorY - h / 2.0 |==> anchorY % (h / 2.0)
758:AOR:-(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:226:anchorY - h / 2.0 |==> anchorY * (h / 2.0)
759:AOR:-(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:226:anchorY - h / 2.0 |==> anchorY + h / 2.0
760:AOR:-(double,double):/(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:226:anchorY - h / 2.0 |==> anchorY / (h / 2.0)
761:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.RectangleAnchor@createRectangle:225:result = new Rectangle2D.Double(anchorX - w / 2.0, anchorY - h / 2.0, w, h) |==> <NO-OP>
762:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.RectangleAnchor@createRectangle:229:anchor == RectangleAnchor.BOTTOM_RIGHT |==> false
763:LVR:POS:0:org.jfree.chart.util.RectangleAnchor@createRectangle:231:2.0 |==> 0.0
764:LVR:POS:NEG:org.jfree.chart.util.RectangleAnchor@createRectangle:231:2.0 |==> -2.0
765:AOR:/(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:231:w / 2.0 |==> w % 2.0
766:AOR:/(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:231:w / 2.0 |==> w * 2.0
767:AOR:/(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:231:w / 2.0 |==> w + 2.0
768:AOR:/(double,double):-(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:231:w / 2.0 |==> w - 2.0
769:AOR:-(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:231:anchorX - w / 2.0 |==> anchorX % (w / 2.0)
770:AOR:-(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:231:anchorX - w / 2.0 |==> anchorX * (w / 2.0)
771:AOR:-(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:231:anchorX - w / 2.0 |==> anchorX + w / 2.0
772:AOR:-(double,double):/(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:231:anchorX - w / 2.0 |==> anchorX / (w / 2.0)
773:LVR:POS:0:org.jfree.chart.util.RectangleAnchor@createRectangle:231:2.0 |==> 0.0
774:LVR:POS:NEG:org.jfree.chart.util.RectangleAnchor@createRectangle:231:2.0 |==> -2.0
775:AOR:/(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:231:h / 2.0 |==> h % 2.0
776:AOR:/(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:231:h / 2.0 |==> h * 2.0
777:AOR:/(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:231:h / 2.0 |==> h + 2.0
778:AOR:/(double,double):-(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:231:h / 2.0 |==> h - 2.0
779:AOR:-(double,double):%(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:231:anchorY - h / 2.0 |==> anchorY % (h / 2.0)
780:AOR:-(double,double):*(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:231:anchorY - h / 2.0 |==> anchorY * (h / 2.0)
781:AOR:-(double,double):+(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:231:anchorY - h / 2.0 |==> anchorY + h / 2.0
782:AOR:-(double,double):/(double,double):org.jfree.chart.util.RectangleAnchor@createRectangle:231:anchorY - h / 2.0 |==> anchorY / (h / 2.0)
783:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.RectangleAnchor@createRectangle:230:result = new Rectangle2D.Double(anchorX - w / 2.0, anchorY - h / 2.0, w, h) |==> <NO-OP>
784:STD:CALL:<NO-OP>:org.jfree.chart.util.RectangleAnchor@createRectangle:234:result |==> null
785:COR:this.equals(RectangleAnchor.CENTER):TRUE:org.jfree.chart.util.RectangleAnchor@readResolve:246:this.equals(RectangleAnchor.CENTER) |==> false
786:COR:this.equals(RectangleAnchor.CENTER):FALSE:org.jfree.chart.util.RectangleAnchor@readResolve:246:this.equals(RectangleAnchor.CENTER) |==> true
787:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.RectangleAnchor@readResolve:247:result = RectangleAnchor.CENTER |==> <NO-OP>
788:COR:this.equals(RectangleAnchor.TOP):TRUE:org.jfree.chart.util.RectangleAnchor@readResolve:249:this.equals(RectangleAnchor.TOP) |==> false
789:COR:this.equals(RectangleAnchor.TOP):FALSE:org.jfree.chart.util.RectangleAnchor@readResolve:249:this.equals(RectangleAnchor.TOP) |==> true
790:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.RectangleAnchor@readResolve:250:result = RectangleAnchor.TOP |==> <NO-OP>
791:COR:this.equals(RectangleAnchor.BOTTOM):TRUE:org.jfree.chart.util.RectangleAnchor@readResolve:252:this.equals(RectangleAnchor.BOTTOM) |==> false
792:COR:this.equals(RectangleAnchor.BOTTOM):FALSE:org.jfree.chart.util.RectangleAnchor@readResolve:252:this.equals(RectangleAnchor.BOTTOM) |==> true
793:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.RectangleAnchor@readResolve:253:result = RectangleAnchor.BOTTOM |==> <NO-OP>
794:COR:this.equals(RectangleAnchor.LEFT):TRUE:org.jfree.chart.util.RectangleAnchor@readResolve:255:this.equals(RectangleAnchor.LEFT) |==> false
795:COR:this.equals(RectangleAnchor.LEFT):FALSE:org.jfree.chart.util.RectangleAnchor@readResolve:255:this.equals(RectangleAnchor.LEFT) |==> true
796:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.RectangleAnchor@readResolve:256:result = RectangleAnchor.LEFT |==> <NO-OP>
797:COR:this.equals(RectangleAnchor.RIGHT):TRUE:org.jfree.chart.util.RectangleAnchor@readResolve:258:this.equals(RectangleAnchor.RIGHT) |==> false
798:COR:this.equals(RectangleAnchor.RIGHT):FALSE:org.jfree.chart.util.RectangleAnchor@readResolve:258:this.equals(RectangleAnchor.RIGHT) |==> true
799:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.RectangleAnchor@readResolve:259:result = RectangleAnchor.RIGHT |==> <NO-OP>
800:COR:this.equals(RectangleAnchor.TOP_LEFT):TRUE:org.jfree.chart.util.RectangleAnchor@readResolve:261:this.equals(RectangleAnchor.TOP_LEFT) |==> false
